environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
綠環境,A15,20210705,08,16,31.62,1121.359,2021/09/08-13:54:46
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
environment,camera,date,time,detected_num,event_video_length,run_time,end_time
綠環境,A15,20210705,08,21,39.48,939.673,2021/09/08-16:11:36

